Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
2451,1,23.8,31.8,0,8.2,5.6,1,35,9,2,13,26,60,52,1017.3,1013.4,7,7,28.1,29,0,0
1432,1,22.5,30.5,0,5.8,11.8,5,28,2,4,9,17,61,63,1011.4,1008.1,2,1,29.6,29.9,0,0
1342,22,8,25.5,0,6.2,10.9,3,46,5,6,19,20,31,17,1028.4,1023,0,0,16.7,24.2,0,0
1850,7,21.7,29,0,15.2,10.9,11,43,12,11,24,17,59,29,1012,1011,1,1,21.9,26.9,0,0
879,21,12.4,24.8,0,3.2,6.2,10,28,14,9,6,19,87,75,1027,1023.9,2,5,20.2,22.8,0,0
1408,15,16,18.7,21.4,6.4,0.3,8,33,11,10,9,11,93,94,1008.4,1010,7,7,17.6,16.4,1,1
1393,10,13.4,20.2,0,6.2,11.3,13,26,15,14,15,17,60,60,1023.1,1021.7,1,5,18.4,19.6,0,0
1754,5,8.3,18.1,0,2,9.1,12,41,15,15,19,15,64,36,1015.1,1012.2,2,6,11.9,16.8,0,1
2973,16,16,25,0.4,1.2,9.5,2,26,14,9,17,15,65,57,1022,1018.8,2,7,19.3,24,0,0
1046,0,14.8,21.1,3.4,3.8,2.5,9,26,10,2,6,7,73,79,1026.3,1022.4,7,8,19.6,19.3,1,1
813,20,18.5,31.2,0,3.4,4.5,13,56,2,6,6,11,69,52,1014.7,1009.3,7,7,23.3,29.4,0,1
1992,9,8.4,13.1,9,3,5.5,15,65,14,13,24,37,80,59,1009.4,1011.3,7,4,9.5,11,1,1
2294,11,11.1,12.4,1.4,2.6,0,13,39,5,7,19,7,91,95,1019,1016.5,8,8,11.3,11.7,1,1
970,19,0.2,12.9,0,1.2,8.5,1,15,2,1,7,9,86,70,1023.4,1019.1,1,6,4.8,12.1,0,0
451,7,17,30.3,0,7.6,11.4,1,39,1,9,22,24,46,29,1020.4,1017.3,1,4,20.1,28,0,0
1085,4,17.4,25.4,0,4.4,11.1,5,52,3,5,20,39,57,64,1024.6,1020.1,3,2,23.2,23.9,0,0
918,19,5.4,18.4,0,2.4,6.4,0,26,9,1,4,13,75,49,1019.5,1017.7,7,6,10.7,17.6,0,0
1723,8,2.9,19.9,0,7.8,11.1,12,46,12,12,24,30,42,24,1022,1018.4,0,0,13.6,19.4,0,0
1075,15,14.7,23.4,4,1.8,5.4,15,59,13,15,20,33,78,64,1004,1009.5,3,7,17.3,15.8,1,1
2928,13,11.4,24,0,8.2,12,12,50,2,15,26,33,48,33,1019.1,1016.5,2,1,18.9,22.8,0,0
483,5,14.3,28.5,0,4,8.8,3,41,5,3,13,26,63,20,1017.8,1012.8,5,1,15.2,27.1,0,0
1742,9,7.4,22.4,0,6,10.1,14,39,6,15,20,22,75,45,1006.2,1003.1,3,4,15.8,20,0,1
2767,7,2.9,22.2,0,4,7.7,8,31,4,12,17,7,50,26,1020.1,1016.5,0,6,14.4,21.1,0,1
1129,7,11.4,31.7,0,9.4,13,2,30,2,0,19,9,55,18,1021.6,1017.4,1,1,17.3,28.8,0,0
2808,8,15.5,32,3,8.2,11.8,5,56,4,15,19,11,79,32,1019,1015,1,5,20.1,31.2,1,1
1737,2,0.1,20.2,0,4.6,11,7,30,8,14,7,17,63,39,1017.8,1013.4,7,2,12.5,19.5,0,0
839,22,12.7,25.8,0,7.8,11.4,10,56,11,11,20,20,63,37,1022.3,1021.5,1,4,17.5,23.6,0,0
2109,10,19,22.8,4.8,3.8,12.5,12,43,13,12,19,30,71,70,1006.5,1005.9,1,2,21,21.2,1,1
2174,10,18.4,23,0,8.6,6.4,8,48,8,10,28,30,62,56,1013.4,1011.2,8,7,19.9,21.6,0,1
1953,12,10.8,22,6,2.4,7.2,7,35,5,14,7,13,93,59,1013.4,1011.4,7,4,14.1,20.8,1,1
1256,10,15.9,20.5,0.4,4,4,0,48,0,0,24,24,64,68,1021.7,1018.6,7,6,17.9,19.7,0,0
707,1,19.8,29.1,0,7.4,3.2,10,30,8,1,20,20,77,65,1015.8,1012.6,8,7,24.4,27.7,0,1
1993,6,4.5,12.3,2.4,2.2,2.3,3,67,3,3,33,44,73,70,1013.3,1006.9,7,7,8.3,11.7,1,1
1834,19,17.3,31.9,0,7.8,5.1,11,43,1,3,24,11,55,38,1006.5,1003.6,2,7,26,30.6,0,1
2506,20,15.9,27.2,0,10.6,5.3,15,94,3,14,17,22,24,61,1000.4,1002,7,5,24.5,17.8,0,1
2381,17,12.2,16.4,17.8,4.6,0,2,56,1,11,17,13,89,90,1024.3,1022.7,8,7,14.6,14.4,1,1
1571,4,18.3,27,0,4.2,7,6,48,6,9,17,22,60,74,1014.7,1013.5,2,6,24.5,23.6,0,1
2272,16,11.8,21.9,7.4,3,3,13,26,14,0,9,13,84,62,1026.3,1023.6,4,7,13.9,18.8,1,0
749,9,7.5,22,0,4.8,9.3,7,56,6,7,26,33,67,39,1010.4,1007.4,7,6,14.9,20.1,0,1
1500,14,18.7,33.8,0,8.6,9.6,9,31,6,8,15,15,61,52,1005.4,1000.3,1,5,26.1,29,0,0
2809,21,13.3,21.4,1.8,5.2,6.4,9,35,2,9,11,24,45,47,1024.9,1022.4,4,6,19,19.4,1,0
507,3,16,24.4,2.4,0.2,4.7,1,31,6,0,4,15,94,63,1023.1,1020.2,7,5,17.6,24,1,1
2678,12,14.9,23.3,23.4,1.2,4.6,6,28,5,7,7,9,99,65,1013.6,1011.7,7,4,17.1,22.8,1,1
663,13,9.4,20,0,2.8,5.7,7,50,3,14,17,26,73,54,1017.9,1014.6,7,4,13.2,18.8,0,1
3299,12,20.1,37.7,0,8.4,11.5,4,41,0,12,9,11,55,34,1013.8,1010.9,1,1,28.2,37.2,0,1
2885,19,24.2,39.8,0,10.2,11.9,12,41,10,11,4,26,26,15,1010.5,1009.9,3,3,30.5,38.8,0,0
852,15,10.9,21.3,0,7,10.5,13,41,15,15,17,26,62,43,1022.2,1020,2,1,15,20.6,0,0
2453,1,21.6,31.9,0.2,5.6,8.4,0,37,10,1,13,26,68,52,1015.4,1011.4,7,5,26.5,30.2,0,0
2162,0,20.1,31.8,0,9.6,12.2,1,28,9,1,6,15,56,51,1009.7,1006.2,4,1,26.6,29.3,0,0
1444,1,23.8,31,5.8,4.6,4.6,8,31,8,4,15,17,76,76,1009.8,1006,7,7,27.8,28.7,1,0
467,6,13.8,26.5,0,4.6,10.1,10,37,9,0,17,9,58,32,1015.7,1011.6,7,1,15.8,26.1,0,1
1640,12,12.9,21.5,3.6,0.6,4.1,3,19,3,13,6,7,84,54,1026,1023.8,7,4,14,20.7,1,0
2294,18,17.2,27.2,0,4.6,3.2,2,31,2,4,11,13,76,95,1017,1014.9,7,8,22.8,21.7,0,1
2272,1,21.7,29,0,5.4,9.1,9,43,8,9,17,33,60,59,1016.7,1013.9,1,4,25.4,26,0,0
684,14,7.4,13.9,1.6,2.4,4,12,39,12,11,19,15,92,65,1023.8,1024.5,8,6,10.4,12.7,1,1
2387,19,4.9,21.5,0,2.4,5.1,14,41,0,6,11,20,68,30,1015.8,1009.7,3,6,11.7,21.2,0,1
2956,1,25.8,31.8,0,5.6,3,9,31,9,1,20,17,85,72,1012.5,1010.6,6,7,27.3,29.9,0,1
2772,16,12.4,22.5,0.2,1.6,10.4,11,35,13,4,15,15,74,60,1019.9,1015.2,1,2,16.3,21.3,0,0
823,15,18.7,31.5,0,9,8.1,14,48,7,9,13,28,45,62,1008,1009.1,6,7,29.6,25.4,0,1
3128,5,7.3,17,1.2,1.2,7.2,3,28,7,6,13,15,69,57,1019.5,1016.8,1,7,12.5,15.5,1,1
2553,0,19.8,29,0.4,6.6,10.2,10,30,9,0,9,15,65,49,1021.4,1017.9,5,3,26.1,28,0,0
1417,7,14.9,34.3,0,7.4,12.6,14,33,4,6,11,22,60,27,1011.5,1007.9,4,4,22.1,33.1,0,0
479,22,21,28.3,0,11,11.4,11,56,8,11,31,31,51,26,1015.4,1014.5,0,0,22,27.1,0,0
1534,15,15.6,18,0,6.4,0,1,57,1,1,35,22,69,80,1017.4,1013.3,8,8,17.3,17.9,0,1
1378,9,9,14.4,13.4,1.2,4.7,12,52,15,15,20,33,92,62,998,1001.2,7,4,9.8,13,1,1
1083,7,10.4,26.5,0,10.4,12.4,13,28,2,13,4,15,56,27,1016.2,1015.8,6,7,17.1,24.9,0,0
1460,13,14.2,31.3,0,7.8,13.1,12,41,0,12,22,28,44,35,1012.7,1008.9,0,1,23.8,29.5,0,0
1740,12,13.4,20.5,6,3.8,7.8,14,46,13,13,19,17,65,82,1006.8,1006.5,6,7,18.8,15.7,1,1
921,6,10.4,16.9,0.6,0.6,0,10,54,8,8,26,22,94,68,1011.3,1013.2,7,7,14,16,0,0
2877,8,17.6,28.2,20.6,2.2,3.5,0,33,0,12,26,11,77,54,1012.4,1009.5,8,7,19.7,25.7,1,0
2068,6,8.8,14.8,1.6,9,10.8,15,94,13,13,35,50,55,44,1005.5,1011.6,1,3,11.7,12,1,0
1233,4,8.9,21.7,0,4,9.9,12,35,15,10,15,15,46,47,1017.9,1014.9,1,3,18.3,20.6,0,0
2611,1,22.5,30.1,0,5.8,6.2,8,35,10,7,17,7,69,81,1015.6,1013,2,6,27.8,25.9,0,1
1364,10,14.3,19.2,0,5.2,8,14,46,15,14,22,31,46,58,1021.3,1018.3,1,4,17.6,17.9,0,1
1531,20,14.8,22.3,0.4,2,1.5,9,26,8,1,11,7,69,60,1015.8,1011.9,7,7,18.3,21.7,0,1
562,11,2.7,16.1,0,0.6,3.7,4,46,1,6,7,9,87,60,1016.6,1013.1,3,7,10.1,14.1,0,1
1434,4,17.1,22,56.8,7,0,15,41,12,10,22,26,96,90,1020.6,1019.8,8,8,18.2,21.1,1,1
1925,17,10.9,18,0.2,3.2,7.1,11,50,7,8,13,30,68,67,1029.3,1028.3,5,5,13.8,17.5,0,1
1933,16,10.3,21.1,0,3.6,9.3,13,41,13,8,24,9,66,53,1026.3,1023.8,3,1,12.2,20.7,0,0
1113,20,21,25.4,2.6,5,0.6,4,39,5,14,15,9,69,84,1003.5,1004.1,7,8,24.9,21.9,1,1
2787,18,20.4,29.5,0.6,12.2,10.9,0,52,2,0,30,35,61,43,1021.7,1018.8,3,1,25.6,27.7,0,0
3211,12,15.7,23.4,0,7.8,9.6,13,35,15,13,15,15,55,64,1009.1,1008.8,8,7,20.4,21.3,0,1
2373,12,12.5,19.7,12.6,4.8,4.8,14,46,3,13,15,20,90,68,1014.9,1013.5,7,6,14.2,17.9,1,1
2491,14,8,20.1,0,11.4,11.9,8,31,13,8,9,17,79,64,1010.2,1010.5,1,5,17.3,18.8,0,0
675,19,7.2,11.7,2,8.4,4.7,14,59,13,13,30,28,69,60,1007.4,1005.8,6,6,8.5,11.4,1,1
1380,0,12,27.4,0,8,9.4,13,44,15,15,6,15,55,23,1006,1001.9,1,3,18.9,25.5,0,0
2136,21,18.9,22,1.6,9.2,0,11,41,10,10,24,15,96,73,1018,1018.2,7,7,19,21.2,1,1
946,4,12.2,19.1,5.2,1,3.6,15,28,12,8,13,11,78,67,1030.4,1026.8,5,7,15.9,17.8,1,0
1549,4,20.2,25.3,0.4,2.4,7.7,8,63,12,11,35,39,68,49,1018.2,1017.3,6,3,21,24.6,0,1
965,11,7.5,17,0,1.6,6.6,14,72,6,14,15,41,73,56,1006.4,1002.2,4,6,12.4,14.3,0,1
651,8,5.1,25.4,0,4,11.2,5,35,5,4,22,19,50,20,1023.1,1018.3,0,2,17.1,23.9,0,0
607,10,11.3,18.1,1,3.8,9.8,12,30,12,11,15,20,62,50,1025.4,1023.5,3,3,15.7,17.3,0,1
1596,14,10.4,14.8,2.6,0.2,3.8,12,43,12,12,15,19,76,64,1023.2,1022.2,7,7,12,13.5,1,1
911,2,0.8,14.1,0,2.2,6.7,2,15,0,3,6,9,84,48,1024.4,1020.8,7,7,6.1,14,0,0
1432,8,19.3,32.9,0,11.4,7.6,5,54,5,3,35,26,51,27,1012.2,1007.6,7,7,24.1,31.2,0,1
1373,15,2.2,14.6,0,3.2,8,9,35,14,8,9,24,62,48,1024.1,1022.1,4,3,11.1,12.8,0,1
2032,22,9.3,25.4,0,5.4,9.8,6,31,1,7,17,15,45,17,1016.6,1013.1,0,1,16.2,23.9,0,1
2010,1,16.4,28,0,4.4,8.9,4,30,14,5,6,17,69,69,1015.2,1012.1,1,2,24.4,25.4,0,0
2597,17,17.9,24.4,0,4.8,2.7,5,56,13,2,11,15,78,61,1024.3,1022.8,8,5,19.9,24.2,0,1
2116,9,12.9,17.2,2.4,5.6,8.9,15,56,15,12,28,19,57,76,1004.8,1004.8,7,7,14.1,12.6,1,1
436,12,17.7,30.7,0,4,6.4,12,30,9,11,9,11,73,51,1010.4,1006.8,8,7,20.8,28.9,0,0
1881,0,18.4,22.5,36.6,4.3,0,10,26,8,11,2,4,96,92,1016.9,1013.5,8,8,20.2,20.9,1,1
3384,12,7.4,22.4,0,2,9.4,5,20,13,14,6,9,94,46,1022.1,1018.9,1,1,13.4,21.6,0,1
732,21,18.4,41.9,0,7.8,6,7,50,6,7,11,31,73,15,1006.2,1002.7,7,7,24.8,40.5,0,0
895,2,6.6,22.5,0.6,2.8,8.1,14,57,11,7,4,28,83,44,1021.9,1015.7,3,6,14.2,21.6,0,1
1179,11,14.7,20.5,22.2,6.2,1.3,8,37,10,9,15,17,74,58,1020.6,1019.4,8,7,15.9,19.5,1,0
2077,17,12.8,22.1,0,8.8,11.6,10,43,15,9,31,28,31,41,1021,1019.3,7,1,17.2,21.3,0,0
2301,16,10.1,19.4,6.8,2.4,7.8,11,39,13,11,26,19,67,60,1027.2,1025,2,6,12.2,17.8,1,0
2117,1,18.9,29.1,0,7.8,12.2,5,22,0,5,9,13,58,52,1009.9,1006.6,1,1,27,28.2,0,0
1803,17,19.4,23.9,0.2,4.4,1,4,54,8,8,15,15,88,82,1014.2,1014.8,7,7,21.1,21.7,0,1
2749,16,9,20.3,0,4.2,10.8,15,30,13,14,13,15,60,31,1022.7,1017.9,1,2,13,20.1,0,0
1957,0,14.7,22.1,1.8,0.8,2.1,2,22,15,2,7,9,84,68,1020.6,1017.7,7,6,16.5,19.9,1,1
1867,10,19.2,24.2,11.4,3.4,4.8,0,28,1,0,15,17,87,78,1013,1011.5,7,5,20.7,22.5,1,1
813,1,24.7,32.6,0,5.2,7.1,1,31,10,4,17,20,74,58,1012,1008.9,3,4,28,31.3,0,1
1049,13,7,23.4,0,5.2,10.2,8,57,8,12,20,31,53,45,1023.3,1021.1,5,5,17.9,21.7,0,0
2541,1,23.5,34.7,1,8.6,8.6,3,35,7,3,6,22,68,63,1008.1,1003.7,4,6,28.7,32,0,0
1806,6,23.4,29,0,12.6,2.6,9,33,12,9,17,17,55,48,1009.3,1009.4,7,7,26.9,26.6,0,0
3075,17,15.9,16.8,11.2,2.4,0,10,54,8,12,24,15,98,94,1019.7,1018.2,8,8,16.1,16.2,1,1
1443,0,15.8,27.1,0,7,12.2,0,30,9,0,13,13,49,44,1017.8,1014.9,3,2,24,25.3,0,0
240,5,9.1,12.4,0.8,1.8,2.1,12,56,14,15,20,19,87,70,1008.2,1009,8,7,9.3,11.7,0,1
1694,17,6.6,14.3,0,5,3.8,11,106,13,8,30,65,41,71,1015.6,1015.9,3,7,10.8,12.9,0,1
905,19,0.5,17.7,0,1.6,8.2,14,24,2,15,4,13,97,44,1020.9,1017,0,0,5.9,17.3,0,0
917,10,15.2,20.4,2,2.4,0,6,50,7,6,22,13,81,74,1012.2,1009.3,7,8,16.9,18.7,1,1
151,2,3.2,21.4,0,3.2,10.6,0,26,9,6,7,7,76,27,1025.2,1022.3,0,1,8.2,20.5,0,0
1838,17,16.4,21.2,26.4,6.8,0,9,67,9,8,39,44,85,81,1014.6,1016.2,8,8,19.6,19,1,1
2868,19,18.1,22.1,11.6,12,3,13,48,6,13,7,26,94,90,1005.9,1004.9,8,8,18.2,19.3,1,1
640,3,11.9,19.9,0.4,6.2,2.2,3,30,5,6,13,15,68,56,1012.1,1010.6,7,8,14.7,18,0,0
2794,20,5.4,19.2,0.4,7,11.8,8,24,15,12,9,17,83,61,1024.9,1022.9,2,1,10.9,18.6,0,0
1771,19,6.8,20.6,0,8.8,12.6,13,50,14,15,17,33,66,23,1012.2,1010.4,1,1,11.9,19.9,0,0
1158,6,14.4,27.1,0,7.2,5.5,10,35,13,12,11,9,85,63,1015.6,1012.4,8,1,16.5,24.4,0,0
1936,18,18.6,28.2,0,8,7.7,10,39,10,1,22,30,62,54,1021.1,1017.5,6,6,23.5,26.2,0,0
1405,10,13.2,20.8,0,5.8,9.9,1,30,0,4,17,20,74,71,1020.2,1018.8,6,1,18.6,19.9,0,0
500,2,13.1,21.5,17.8,7.2,7.9,0,44,0,11,7,6,78,42,1018.5,1018.4,7,1,13.3,19.7,1,0
1972,1,19.4,25.8,4.2,6.8,6.8,10,54,8,9,22,37,86,57,1019.4,1016.3,7,2,20.8,25.1,1,1
1256,21,9.8,18.2,0.2,1.4,0,2,39,7,13,17,11,91,95,1020.3,1016.4,7,8,12.7,14.6,0,1
2239,0,21.1,31,0,5.6,8.6,9,35,8,1,4,7,66,54,1017.5,1013.7,3,5,26.3,29.7,0,1
1995,4,4.7,20.2,0,2.2,10,4,30,14,4,7,17,60,47,1020.3,1016,3,3,16.2,18.8,0,0
1808,10,20.6,25.3,0,4.8,4.7,1,41,1,1,28,26,85,85,1014.6,1012.2,7,2,23.2,23.9,0,0
2046,6,15,23.2,0,6.4,10.1,3,54,7,15,24,28,44,34,1004.6,1005,1,4,19.6,21,0,1
673,20,10.4,18.9,1,4.8,5.4,6,50,3,13,15,22,76,51,1010.9,1008.5,7,6,13.6,18.1,0,1
1302,6,2.3,12.1,0.2,0.8,8.9,3,28,3,10,13,9,94,51,1036.7,1033.8,3,2,6.6,11.8,0,0
1129,11,12.8,30.5,0,9.2,13.7,9,37,1,4,20,11,48,21,1021.7,1017.1,1,1,18.5,28.1,0,0
2249,15,6.2,19.3,0.8,0,9.1,0,28,14,0,6,20,97,55,1022.7,1019.4,2,5,11.6,18.2,0,0
1286,11,3.5,16.1,0,2.2,9.2,4,37,1,4,15,20,68,47,1030.3,1028.2,1,1,8.8,15.8,0,1
3087,17,9.9,18.6,0,2.2,0.7,7,22,3,15,11,11,57,55,1016.9,1012.9,6,8,15.4,16.5,0,0
797,17,22.2,30.6,0,4,8.6,0,30,5,0,15,22,77,60,1010.8,1006.8,7,2,26,29.7,0,0
1864,5,19.2,35.6,0,11.6,7.7,3,70,3,3,48,41,40,21,1009.1,1005.7,6,7,24.3,34.1,0,1
2445,20,8.9,23.6,0.8,4.4,8.3,11,44,13,13,7,11,73,43,1019.1,1015.3,7,2,13.2,21.4,0,0
1231,2,-1.8,16.1,0,1.2,6.9,11,39,9,9,13,9,56,28,1023.9,1022.3,1,1,10,16,0,0
2063,12,10.6,18.8,2.2,4,9.8,11,35,8,11,13,15,75,42,1021.9,1021.4,7,1,13.7,17.9,1,0
637,20,4.2,18.2,0,2.6,7.8,3,44,5,3,11,24,65,44,1024.3,1019.9,0,5,13.2,17.1,0,1
1484,18,27.2,33.1,0,9.6,9.8,1,33,3,1,15,22,58,52,1009.9,1008.4,2,4,30.6,31.5,0,0
2135,19,20.3,22.8,0,17.4,2.1,15,43,13,12,17,22,73,91,1009.8,1011.4,7,8,22.2,16.5,0,1
622,20,8.7,14.3,0,3.8,2.5,3,48,3,3,26,17,64,67,1017.6,1015.9,7,7,10.3,13.1,0,1
1112,5,21.5,28.2,2.4,6,1,5,67,3,5,35,26,52,85,1007.3,1006.3,7,7,25.4,23.1,1,1
1368,19,8.9,28.7,0,4,9.3,6,52,0,3,20,28,59,19,1016.6,1007.9,0,0,17.2,28.4,0,0
2111,12,17.5,24.4,0,8,7.3,14,56,6,14,17,15,58,63,1006.1,1005.8,5,6,22.9,21.3,0,1
1002,0,11.7,27.8,0,4.4,10,13,22,11,4,4,9,68,54,1017.9,1013.3,1,1,19.6,25.8,0,1
769,1,24.6,32,0.4,8,7.2,1,31,10,4,9,19,66,65,1010,1008,7,6,29.6,31,0,1
2945,18,24.7,29.7,9.2,8.2,2.9,2,44,9,0,13,28,75,76,1014.1,1010.4,7,7,28.1,27.9,1,1
2896,17,22.5,24.7,22.6,3.4,9.5,11,52,8,11,31,39,85,73,1006.9,1008.7,3,6,23.7,23.5,1,0
1910,14,13.7,17.1,3.8,4,3.1,14,39,3,7,15,13,99,99,1015.6,1012.8,8,8,14.1,13.1,1,1
2903,0,23.2,30.8,1.2,6.2,1.2,5,24,5,4,7,7,70,84,1007.3,1005.8,7,7,29,28.1,1,1
1809,1,23.2,33.8,0,7.8,11.8,9,41,10,9,13,33,57,47,1009.4,1006.9,1,5,29.9,32.1,0,1
1875,15,8.2,26.6,0.2,3,7.8,9,28,14,0,9,17,88,41,1023.5,1020.9,8,8,14.5,23.8,0,1
534,21,10.7,16.1,0.4,3.4,0.8,12,33,14,12,13,13,90,98,1026.3,1024.5,5,8,14.9,15.5,0,1
1374,10,11.9,18.9,0,4,11.2,14,26,12,13,11,17,55,53,1020,1017.3,4,1,17.1,17.8,0,0
1417,14,6.8,24.6,0,4.2,8.9,14,39,4,0,15,13,83,62,1012,1008.6,1,2,14.9,23.4,0,1
637,3,4.9,21.3,0,4,9.4,6,24,1,6,6,9,51,21,1026.9,1021.5,2,3,12.8,20.2,0,0
1051,0,17.7,29.9,0,5.6,8.1,4,19,7,4,4,7,66,59,1017.5,1013.1,4,7,24.5,27.3,0,1
1952,12,9.8,21,0,2.8,3.3,3,43,5,6,13,17,39,71,1012.6,1009.8,7,6,15.8,18.7,0,1
806,1,24.6,36.9,0,6.2,10.4,13,28,15,5,9,17,52,65,1008,1005,7,3,31.4,32.3,0,0
991,9,6.5,13.7,0,2.2,2.8,5,37,3,3,26,9,68,84,1014.3,1012.3,7,7,8,12.1,0,1
1550,17,17.6,24.4,5,6,5.2,9,52,9,10,30,30,68,71,1023.9,1023.1,7,7,21.1,22.2,1,1
1365,12,14.4,21.5,16,2,5.6,13,54,14,7,7,24,80,65,1015.5,1013.2,7,5,18.6,19.3,1,1
1668,10,17.4,18.7,1.2,1.4,0,5,50,5,3,20,17,75,80,1023.1,1019.9,7,8,18.1,18.1,1,1
501,9,11.1,16.9,1.2,1.6,5,11,50,13,12,28,30,91,58,1021.4,1021.7,7,7,14.1,14.7,1,1
1307,13,10.7,18.6,1,2,3.5,7,33,5,14,13,19,82,67,1016.6,1015.1,5,7,14.7,17.1,0,1
2438,21,12.2,24,0,4.8,9.5,9,41,5,0,11,24,70,44,1027.5,1022.1,5,1,17.3,23.1,0,0
2196,1,25.3,31.1,37,7.6,2.8,4,35,8,2,15,19,83,63,1008.7,1006.1,7,7,28,30.2,1,1
2681,17,8.3,19.3,6.6,0.6,7.7,7,24,7,14,13,9,77,35,1029.6,1025.9,1,7,11.2,18.6,1,0
702,13,12.6,27.1,0,6,11.4,0,52,0,2,19,24,55,35,1018.5,1015.4,2,1,19,26.6,0,0
1528,6,19.4,33.8,0,15.2,10.3,7,98,3,5,44,39,48,45,1013.7,1010,3,5,25.8,31.4,0,1
1605,13,12,22.5,0,4,6.3,12,35,3,15,7,24,74,64,1016.7,1015.2,5,7,16.6,20.5,0,0
1010,0,10.3,22.4,0,5,10.8,13,41,15,13,11,15,43,31,1016.1,1013.3,1,0,17.5,21.5,0,0
1918,6,8.6,14.6,0,3.4,0.7,3,48,3,6,33,20,77,76,1016.2,1013.6,7,7,10.4,13.8,0,1
589,9,6.6,11.7,9.4,1.2,1.6,13,72,7,13,13,31,90,88,1005.5,1002.8,7,7,9.4,11.4,1,1
2562,20,17.9,30.3,0.8,10.8,2.5,12,52,1,10,7,9,58,100,1011.1,1014.6,7,7,26,18.1,0,1
2993,18,23,30.9,0.4,8.2,7.5,2,41,10,0,17,30,69,63,1017.3,1013.7,7,6,26.6,29.2,0,0
934,6,6.3,12,4,2.8,2.8,8,37,15,11,15,20,87,69,1027,1026.8,7,7,7.4,11.1,1,0
2778,0,12.4,24.1,0.4,5.4,8.4,0,24,12,1,6,7,57,90,1022.2,1018.8,2,5,19.7,15.8,0,1
864,15,11.5,20.4,0.4,2,5.2,0,44,5,0,7,26,93,58,1023.6,1022.6,7,4,13.5,19.3,0,1
575,9,4.2,14.3,0.4,1,8.7,3,30,5,3,11,17,95,57,1029.4,1026.9,1,1,6.3,13.9,0,0
415,4,19.5,21.4,7.8,4.2,0.2,8,56,11,10,26,28,85,73,1015.7,1015.9,8,8,20,21.1,1,1
1173,12,16,30.1,0,14.4,12.4,2,46,0,2,20,24,37,20,1019.2,1015.1,1,1,20,29,0,0
1952,8,2.6,18.3,0,3,7.2,1,26,0,0,17,6,71,39,1026,1023,4,6,9.8,16.9,0,0
521,11,12,17.3,11.4,0.8,3,14,72,7,15,30,37,90,91,1004.2,1000.2,8,8,14.2,12.4,1,1
2877,11,14.1,29,0,8,10.5,2,46,2,2,20,22,53,28,1015.6,1013.8,2,6,21.4,27.2,0,0
2488,1,25.6,32.1,0,6.6,6.8,4,33,4,5,11,15,71,68,1011.5,1007.3,4,6,29.8,30.4,0,0
2632,6,6,22.5,0,2.8,9,3,78,6,3,11,35,74,34,1015.7,1009.9,5,1,13.5,21.9,0,1
2614,1,22.8,30.6,1.4,4,10.8,9,52,10,2,24,37,68,56,1018.7,1015,4,3,27.2,29.1,1,1
1928,19,10.4,15.5,0.2,1.2,0.2,4,24,4,2,9,17,83,88,1027.5,1024.7,7,7,13.3,14.9,0,1
1986,14,7,13.3,0,1.4,0.1,5,41,3,3,19,19,82,69,1021.7,1018.7,7,1,9.5,12.5,0,1
2380,1,17.2,27.2,0,8,10.6,9,52,10,2,28,33,60,48,1019.1,1015.6,7,7,23.3,25.6,0,0
939,1,20.5,28.2,2.2,4.8,10.5,10,41,10,2,26,24,69,54,1018.3,1015.2,1,1,23.4,27,1,0
430,6,15.3,24.2,0,12.8,11.4,15,54,15,15,30,30,55,24,1008.1,1011.6,6,2,17.1,22.7,0,0
711,15,16.7,25.5,0,7.4,6.8,9,31,11,1,9,15,79,57,1019.4,1019.1,7,7,19.3,24.6,0,0
962,7,3.2,15.4,0.4,2.8,2.8,3,61,3,6,19,22,75,75,1017.7,1014.1,7,7,12.8,14.1,0,1
1402,15,12.6,25.2,2.2,1.4,8.5,0,30,0,0,6,13,97,61,1019.9,1014.1,8,6,13,24.4,1,0
2636,11,8.6,14.2,0.2,1,2.8,13,43,14,13,20,26,89,78,1025.3,1022.3,7,6,11.5,13.7,0,1
2702,6,5.4,12,26.2,2.8,0.3,15,56,15,15,35,26,83,70,1013.3,1010.1,7,8,7.6,11.9,1,1
1261,7,11,17.7,3.4,1.2,5.8,15,28,14,11,13,9,96,58,1018.5,1017.9,7,6,11.7,15.8,1,0
1142,12,18.6,25.8,13.6,5.4,11.8,15,33,12,15,15,15,60,42,1004.5,1003.7,7,1,22,24.5,1,0
2578,18,25.4,31.7,3.2,8.6,0.8,0,52,9,2,19,30,66,61,1008.1,1005.5,7,7,29.6,30.7,1,1
1697,14,2.9,13.7,0.2,1.2,3.8,6,39,3,6,11,20,91,60,1023.5,1018.5,2,7,6.6,13.3,0,1
687,22,8,21.8,0,8.2,11.3,9,35,0,9,20,13,40,18,1027.6,1025.1,1,2,13.1,19.5,0,0
956,5,8.4,12.8,0,1,0,3,22,3,5,11,9,78,55,1031.8,1028.5,7,7,9.9,12.5,0,0
